molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,7.974,1147.178,117.704,614.757,414.717,0.000,2208.261,10.000,19.400,0.0287909,0.0534775,0.7148821,76.550,29.010,53.489,39.929,-0.142,-6.686,-10.151,-8.123,0.015,-8.360,0.003,-9.948,9.218,0.826,14,-0.326,1,0.000,0.000,0.000,372.694,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",14,0,0,0,0,15,4,-2,872.702,3.570,1224.219,112.204,642.997,469.017,0.000,2285.428,10.000,19.400,0.0055752,0.0501121,0.6854108,80.156,30.958,54.445,40.676,0.080,-7.810,-10.151,-8.859,0.008,-9.466,0.002,-10.278,9.246,0.962,14,-0.248,1,0.000,0.000,0.000,372.308,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,5.445,1132.349,138.576,600.420,393.353,0.000,2191.280,10.000,19.400,0.0135298,0.0541778,0.7205267,75.666,28.495,52.901,39.650,-0.147,-6.475,-10.151,-7.930,0.020,-8.051,0.004,-9.759,9.096,0.994,14,-0.345,1,0.000,0.000,0.000,372.128,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,1.956,1159.885,113.473,620.032,426.380,0.000,2225.931,10.000,19.400,0.0017186,0.0528916,0.7108169,77.368,29.371,53.424,40.075,-0.075,-6.868,-10.151,-8.245,0.013,-8.522,0.003,-10.005,8.929,0.685,14,-0.301,1,0.000,0.000,0.000,373.508,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,9.835,1112.956,123.418,609.023,380.515,0.000,2182.717,10.000,19.400,0.0443168,0.0551219,0.7311708,75.201,28.186,53.260,39.575,-0.236,-6.202,-10.151,-7.697,0.017,-7.935,0.003,-9.963,9.262,0.787,14,-0.329,1,0.000,0.000,0.000,371.571,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,4.502,1139.851,113.476,620.727,405.647,0.000,2197.673,10.000,19.400,0.0092215,0.0538212,0.7171760,76.039,28.848,53.070,39.890,-0.248,-6.582,-10.151,-8.043,0.013,-8.386,0.003,-10.090,9.084,0.855,14,-0.342,1,0.000,0.000,0.000,372.792,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,6.082,1136.309,137.899,603.195,395.215,0.000,2193.459,10.000,19.400,0.0168663,0.0539890,0.7184914,75.771,28.587,52.985,39.691,-0.159,-6.531,-10.151,-7.972,0.019,-8.131,0.004,-9.804,8.909,0.763,14,-0.347,1,0.000,0.000,0.000,372.423,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,4.966,1149.132,136.547,598.505,414.080,0.000,2216.323,10.000,19.400,0.0111265,0.0533866,0.7154029,76.866,28.951,53.283,39.819,0.018,-6.714,-10.151,-8.112,0.021,-8.137,0.004,-9.651,8.972,0.781,14,-0.307,1,0.000,0.000,0.000,366.753,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,1.948,1077.115,117.457,594.295,365.363,0.000,2155.068,10.000,19.400,0.0017600,0.0569560,0.7491065,73.950,27.425,52.259,39.285,-0.251,-5.706,-10.151,-7.334,0.023,-7.401,0.005,-9.745,9.064,0.928,14,-0.330,1,0.000,0.000,0.000,369.736,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,5.824,1072.920,129.888,590.461,352.571,0.000,2140.908,10.000,19.400,0.0158434,0.0571787,0.7487382,73.261,27.194,52.161,39.162,-0.322,-5.649,-10.151,-7.279,0.025,-7.362,0.005,-9.720,9.075,0.806,14,-0.361,1,0.000,0.000,0.000,367.056,21,3,45,0,40,8,63,2,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,5.949,1131.320,128.986,615.342,386.992,0.000,2199.577,10.000,19.400,0.0160882,0.0542271,0.7230010,75.937,28.579,53.118,39.706,-0.202,-6.460,-10.151,-7.860,0.014,-8.189,0.003,-10.057,9.088,0.951,14,-0.319,1,0.000,0.000,0.000,372.083,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,7.677,1151.746,135.323,601.024,415.398,0.000,2214.980,10.000,19.400,0.0266079,0.0532654,0.7134908,76.825,29.006,53.480,39.851,-0.012,-6.751,-10.151,-8.149,0.020,-8.212,0.004,-9.693,8.964,0.758,14,-0.316,1,0.000,0.000,0.000,367.278,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,3.379,1095.378,120.173,597.468,377.737,0.000,2164.799,10.000,19.400,0.0052755,0.0560064,0.7388324,74.457,27.792,52.451,39.435,-0.237,-5.957,-10.151,-7.559,0.021,-7.638,0.004,-9.760,9.200,0.889,14,-0.343,1,0.000,0.000,0.000,370.454,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,3.997,1095.541,112.628,595.964,386.949,0.000,2164.166,10.000,19.400,0.0073803,0.0559981,0.7385784,74.520,27.846,52.507,39.488,-0.220,-5.959,-10.151,-7.607,0.022,-7.624,0.005,-9.700,9.187,0.866,14,-0.345,1,0.000,0.000,0.000,367.602,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,4.364,1148.889,114.792,619.574,414.523,0.000,2221.012,10.000,19.400,0.0085755,0.0533978,0.7165628,77.058,29.120,53.432,39.964,-0.096,-6.710,-10.151,-8.095,0.013,-8.385,0.003,-10.038,9.044,0.904,14,-0.293,1,0.000,0.000,0.000,372.532,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,2.186,1152.077,128.627,607.320,416.130,0.000,2217.090,10.000,19.400,0.0021555,0.0532501,0.7137382,76.916,29.069,53.212,39.900,-0.041,-6.756,-10.151,-8.149,0.017,-8.289,0.004,-9.806,9.015,0.805,14,-0.311,1,0.000,0.000,0.000,367.713,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",11,0,0,0,0,15,4,-2,872.702,2.414,1034.542,107.992,601.406,325.144,0.000,2120.566,10.000,19.400,0.0027470,0.0592999,0.7715868,72.185,26.561,51.762,38.957,-0.468,-5.134,-10.151,-6.779,0.020,-7.075,0.004,-10.018,9.271,0.904,14,-0.328,1,0.000,0.000,0.000,370.791,21,3,45,0,40,8,63,2,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,2.471,1134.795,123.061,608.158,403.575,0.000,2210.479,10.000,19.400,0.0027620,0.0540610,0.7231672,76.532,28.737,53.141,39.778,-0.069,-6.510,-10.151,-7.936,0.017,-8.093,0.003,-9.866,8.953,0.786,14,-0.295,1,0.000,0.000,0.000,366.757,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,4.947,1131.509,131.240,614.509,385.761,0.000,2197.640,10.000,19.400,0.0111375,0.0542180,0.7224561,75.848,28.558,53.008,39.692,-0.210,-6.463,-10.151,-7.863,0.015,-8.190,0.003,-10.046,9.132,1.000,14,-0.325,1,0.000,0.000,0.000,371.514,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,2.143,1154.233,128.515,609.075,416.643,0.000,2218.864,10.000,19.400,0.0020693,0.0531506,0.7127854,76.992,29.121,53.240,39.920,-0.046,-6.787,-10.151,-8.166,0.017,-8.333,0.003,-9.837,9.014,0.748,14,-0.310,1,0.000,0.000,0.000,367.909,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,2.462,1109.792,116.135,612.098,381.560,0.000,2181.003,10.000,19.400,0.0027799,0.0552790,0.7328711,75.142,28.169,52.699,39.595,-0.260,-6.158,-10.151,-7.674,0.016,-7.938,0.003,-10.016,9.251,0.871,14,-0.327,1,0.000,0.000,0.000,371.435,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,3.833,1134.962,123.573,608.566,402.823,0.000,2209.943,10.000,19.400,0.0066487,0.0540531,0.7229434,76.503,28.734,53.183,39.776,-0.076,-6.512,-10.151,-7.936,0.017,-8.103,0.003,-9.876,9.024,0.731,14,-0.297,1,0.000,0.000,0.000,366.851,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,8.380,1155.646,107.501,636.661,411.484,0.000,2217.220,10.000,19.400,0.0316697,0.0530856,0.7115622,76.877,29.290,53.724,40.076,-0.256,-6.807,-10.151,-8.162,0.009,-8.724,0.002,-10.363,9.227,1.053,14,-0.317,1,0.000,0.000,0.000,372.716,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,3.730,1105.791,111.875,603.477,390.439,0.000,2168.179,10.000,19.400,0.0064177,0.0554790,0.7326370,74.714,28.064,52.563,39.587,-0.265,-6.102,-10.151,-7.720,0.019,-7.836,0.004,-9.826,9.076,0.752,14,-0.356,1,0.000,0.000,0.000,368.497,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,3.452,1182.764,148.488,628.291,405.985,0.000,2255.214,10.000,19.400,0.0052831,0.0518685,0.7031679,78.345,29.713,53.773,40.047,-0.011,-7.200,-10.151,-8.271,0.011,-8.812,0.002,-10.229,8.908,0.969,14,-0.260,1,0.000,0.000,0.000,368.473,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,2.631,1097.676,128.583,594.919,374.174,0.000,2159.088,10.000,19.400,0.0032067,0.0558892,0.7359888,74.195,27.751,52.289,39.399,-0.266,-5.989,-10.151,-7.588,0.023,-7.663,0.005,-9.726,9.145,0.821,14,-0.365,1,0.000,0.000,0.000,370.731,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,4.325,1132.853,138.555,602.449,391.849,0.000,2193.023,10.000,19.400,0.0085298,0.0541537,0.7205880,75.721,28.513,52.861,39.655,-0.153,-6.482,-10.151,-7.922,0.019,-8.076,0.004,-9.802,8.943,1.013,14,-0.341,1,0.000,0.000,0.000,370.373,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",11,0,0,0,0,15,4,-2,872.702,3.259,1007.286,120.651,578.954,307.682,0.000,2083.765,10.000,19.400,0.0050970,0.0609044,0.7832697,70.545,25.822,51.136,38.620,-0.502,-4.777,-10.151,-6.506,0.032,-6.632,0.007,-9.666,9.071,0.768,14,-0.366,1,0.000,0.000,0.000,365.974,21,3,45,0,40,8,63,2,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,2.150,1143.304,120.974,610.288,412.043,0.000,2212.756,10.000,19.400,0.0020883,0.0536587,0.7182774,76.704,28.930,53.179,39.871,-0.077,-6.631,-10.151,-8.056,0.016,-8.227,0.003,-9.875,8.937,0.906,14,-0.306,1,0.000,0.000,0.000,367.471,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,6.899,1122.984,111.926,599.618,411.439,0.000,2178.152,10.000,19.400,0.0218509,0.0546296,0.7236307,75.313,28.441,52.935,39.745,-0.186,-6.343,-10.151,-7.966,0.020,-7.975,0.004,-9.681,9.110,0.887,14,-0.364,1,0.000,0.000,0.000,370.089,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",11,0,0,0,0,15,4,-2,872.702,4.482,1076.110,121.252,587.568,367.290,0.000,2160.696,10.000,19.400,0.0092990,0.0570092,0.7511108,74.193,27.406,52.435,39.250,-0.163,-5.692,-10.151,-7.311,0.027,-7.284,0.006,-9.614,8.991,0.988,14,-0.311,1,0.000,0.000,0.000,372.123,21,3,45,0,40,8,63,2,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,3.021,1161.018,113.537,619.856,427.625,0.000,2228.749,10.000,19.400,0.0040947,0.0528400,0.7107228,77.493,29.405,53.502,40.085,-0.057,-6.885,-10.151,-8.252,0.013,-8.522,0.003,-9.997,8.940,0.702,14,-0.295,1,0.000,0.000,0.000,373.386,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,7.975,1147.178,117.704,614.757,414.717,0.000,2208.261,10.000,19.400,0.0287995,0.0534775,0.7148821,76.550,29.010,53.489,39.929,-0.142,-6.686,-10.151,-8.123,0.015,-8.360,0.003,-9.948,9.218,0.826,14,-0.326,1,0.000,0.000,0.000,372.694,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",14,0,0,0,0,15,4,-2,872.702,3.570,1224.219,112.204,642.997,469.017,0.000,2285.428,10.000,19.400,0.0055758,0.0501121,0.6854108,80.156,30.958,54.445,40.676,0.080,-7.810,-10.151,-8.859,0.008,-9.466,0.002,-10.278,9.246,0.962,14,-0.248,1,0.000,0.000,0.000,372.308,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,5.445,1132.349,138.576,600.420,393.353,0.000,2191.280,10.000,19.400,0.0135294,0.0541778,0.7205267,75.666,28.495,52.901,39.650,-0.147,-6.475,-10.151,-7.930,0.020,-8.051,0.004,-9.759,9.096,0.994,14,-0.345,1,0.000,0.000,0.000,372.128,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,1.956,1159.886,113.474,620.032,426.380,0.000,2225.931,10.000,19.400,0.0017187,0.0528916,0.7108167,77.368,29.371,53.424,40.075,-0.075,-6.868,-10.151,-8.245,0.013,-8.522,0.003,-10.005,8.928,0.685,14,-0.301,1,0.000,0.000,0.000,373.508,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,9.835,1112.956,123.418,609.023,380.515,0.000,2182.717,10.000,19.400,0.0443170,0.0551219,0.7311708,75.201,28.186,53.260,39.575,-0.236,-6.202,-10.151,-7.697,0.017,-7.935,0.003,-9.963,9.262,0.787,14,-0.329,1,0.000,0.000,0.000,371.571,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,4.502,1139.851,113.476,620.727,405.647,0.000,2197.673,10.000,19.400,0.0092217,0.0538212,0.7171759,76.039,28.848,53.070,39.890,-0.248,-6.582,-10.151,-8.043,0.013,-8.386,0.003,-10.090,9.084,0.855,14,-0.342,1,0.000,0.000,0.000,372.792,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,6.082,1136.309,137.899,603.195,395.215,0.000,2193.459,10.000,19.400,0.0168662,0.0539890,0.7184914,75.771,28.587,52.985,39.691,-0.159,-6.531,-10.151,-7.972,0.019,-8.131,0.004,-9.804,8.909,0.763,14,-0.347,1,0.000,0.000,0.000,372.423,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,4.966,1149.132,136.547,598.505,414.080,0.000,2216.323,10.000,19.400,0.0111266,0.0533866,0.7154029,76.866,28.951,53.283,39.819,0.018,-6.714,-10.151,-8.112,0.021,-8.137,0.004,-9.651,8.972,0.781,14,-0.307,1,0.000,0.000,0.000,366.753,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,1.948,1077.115,117.457,594.295,365.363,0.000,2155.068,10.000,19.400,0.0017600,0.0569560,0.7491065,73.950,27.425,52.259,39.285,-0.251,-5.706,-10.151,-7.334,0.023,-7.401,0.005,-9.745,9.064,0.928,14,-0.330,1,0.000,0.000,0.000,369.736,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,5.824,1072.920,129.888,590.461,352.571,0.000,2140.908,10.000,19.400,0.0158441,0.0571787,0.7487382,73.261,27.194,52.161,39.162,-0.322,-5.649,-10.151,-7.279,0.025,-7.362,0.005,-9.720,9.075,0.806,14,-0.361,1,0.000,0.000,0.000,367.056,21,3,45,0,40,8,63,2,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,5.949,1131.320,128.986,615.342,386.992,0.000,2199.577,10.000,19.400,0.0160886,0.0542271,0.7230010,75.937,28.579,53.118,39.706,-0.202,-6.460,-10.151,-7.860,0.014,-8.189,0.003,-10.057,9.088,0.951,14,-0.319,1,0.000,0.000,0.000,372.083,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,7.677,1151.746,135.323,601.024,415.398,0.000,2214.980,10.000,19.400,0.0266050,0.0532654,0.7134908,76.825,29.006,53.480,39.851,-0.012,-6.751,-10.151,-8.149,0.020,-8.212,0.004,-9.693,8.964,0.758,14,-0.316,1,0.000,0.000,0.000,367.278,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,3.381,1095.378,120.173,597.468,377.737,0.000,2164.799,10.000,19.400,0.0052794,0.0560064,0.7388324,74.457,27.792,52.451,39.435,-0.237,-5.957,-10.151,-7.559,0.021,-7.638,0.004,-9.760,9.200,0.890,14,-0.343,1,0.000,0.000,0.000,370.454,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,3.997,1095.541,112.628,595.964,386.949,0.000,2164.166,10.000,19.400,0.0073807,0.0559981,0.7385784,74.520,27.846,52.507,39.488,-0.220,-5.959,-10.151,-7.607,0.022,-7.624,0.005,-9.700,9.187,0.866,14,-0.345,1,0.000,0.000,0.000,367.602,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,4.363,1148.889,114.792,619.574,414.523,0.000,2221.012,10.000,19.400,0.0085721,0.0533978,0.7165628,77.058,29.120,53.432,39.964,-0.096,-6.710,-10.151,-8.095,0.013,-8.385,0.003,-10.038,9.044,0.904,14,-0.293,1,0.000,0.000,0.000,372.532,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,2.186,1152.077,128.627,607.320,416.130,0.000,2217.090,10.000,19.400,0.0021550,0.0532501,0.7137382,76.916,29.069,53.212,39.900,-0.041,-6.756,-10.151,-8.149,0.017,-8.289,0.004,-9.806,9.015,0.805,14,-0.311,1,0.000,0.000,0.000,367.713,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",11,0,0,0,0,15,4,-2,872.702,2.414,1034.542,107.992,601.406,325.144,0.000,2120.566,10.000,19.400,0.0027489,0.0592999,0.7715868,72.185,26.561,51.762,38.957,-0.468,-5.134,-10.151,-6.779,0.020,-7.075,0.004,-10.018,9.271,0.904,14,-0.328,1,0.000,0.000,0.000,370.791,21,3,45,0,40,8,63,2,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,2.463,1156.250,123.085,629.590,403.575,0.000,2233.003,10.000,19.400,0.0027175,0.0530579,0.7145612,77.433,29.260,53.504,39.976,-0.115,-6.816,-10.151,-8.075,0.011,-8.561,0.002,-10.261,8.952,0.785,14,-0.273,1,0.000,0.000,0.000,366.758,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,4.948,1131.509,131.240,614.509,385.761,0.000,2197.640,10.000,19.400,0.0111389,0.0542180,0.7224561,75.848,28.558,53.008,39.692,-0.210,-6.463,-10.151,-7.863,0.015,-8.190,0.003,-10.046,9.132,1.000,14,-0.325,1,0.000,0.000,0.000,371.514,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,2.142,1154.233,128.515,609.075,416.643,0.000,2218.864,10.000,19.400,0.0020687,0.0531506,0.7127854,76.992,29.121,53.240,39.920,-0.046,-6.787,-10.151,-8.166,0.017,-8.333,0.003,-9.837,9.014,0.748,14,-0.310,1,0.000,0.000,0.000,367.909,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,2.462,1109.792,116.135,612.098,381.560,0.000,2181.003,10.000,19.400,0.0027788,0.0552790,0.7328711,75.142,28.169,52.699,39.595,-0.260,-6.158,-10.151,-7.674,0.016,-7.938,0.003,-10.016,9.251,0.871,14,-0.327,1,0.000,0.000,0.000,371.435,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,3.840,1135.388,123.562,608.777,403.049,0.000,2210.327,10.000,19.400,0.0066699,0.0540328,0.7227559,76.521,28.744,53.190,39.780,-0.076,-6.518,-10.151,-7.940,0.017,-8.110,0.003,-9.879,9.024,0.729,14,-0.296,1,0.000,0.000,0.000,366.806,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,8.378,1155.646,107.501,636.661,411.484,0.000,2217.220,10.000,19.400,0.0316572,0.0530856,0.7115622,76.877,29.290,53.723,40.076,-0.256,-6.807,-10.151,-8.162,0.009,-8.724,0.002,-10.363,9.227,1.052,14,-0.317,1,0.000,0.000,0.000,372.716,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,3.730,1105.791,111.875,603.477,390.439,0.000,2168.179,10.000,19.400,0.0064178,0.0554790,0.7326370,74.714,28.064,52.563,39.587,-0.265,-6.102,-10.151,-7.720,0.019,-7.836,0.004,-9.826,9.076,0.752,14,-0.356,1,0.000,0.000,0.000,368.497,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,3.452,1182.764,148.488,628.291,405.985,0.000,2255.214,10.000,19.400,0.0052833,0.0518685,0.7031679,78.345,29.713,53.773,40.047,-0.011,-7.200,-10.151,-8.271,0.011,-8.812,0.002,-10.229,8.908,0.969,14,-0.260,1,0.000,0.000,0.000,368.473,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,2.631,1097.676,128.583,594.919,374.174,0.000,2159.088,10.000,19.400,0.0032068,0.0558892,0.7359888,74.195,27.751,52.289,39.399,-0.266,-5.989,-10.151,-7.588,0.023,-7.663,0.005,-9.726,9.145,0.821,14,-0.365,1,0.000,0.000,0.000,370.731,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,4.325,1132.853,138.555,602.449,391.849,0.000,2193.023,10.000,19.400,0.0085299,0.0541537,0.7205880,75.721,28.513,52.861,39.655,-0.153,-6.482,-10.151,-7.922,0.019,-8.076,0.004,-9.802,8.943,1.013,14,-0.341,1,0.000,0.000,0.000,370.373,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",11,0,0,0,0,15,4,-2,872.702,3.259,1007.286,120.651,578.954,307.682,0.000,2083.765,10.000,19.400,0.0050971,0.0609044,0.7832697,70.545,25.822,51.136,38.620,-0.502,-4.777,-10.151,-6.506,0.032,-6.632,0.007,-9.666,9.071,0.768,14,-0.366,1,0.000,0.000,0.000,365.974,21,3,45,0,40,8,63,2,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,2.150,1143.304,120.974,610.288,412.043,0.000,2212.756,10.000,19.400,0.0020881,0.0536587,0.7182774,76.704,28.930,53.179,39.871,-0.077,-6.631,-10.151,-8.056,0.016,-8.227,0.003,-9.875,8.937,0.906,14,-0.306,1,0.000,0.000,0.000,367.471,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,6.899,1122.984,111.926,599.618,411.439,0.000,2178.152,10.000,19.400,0.0218512,0.0546296,0.7236307,75.313,28.441,52.935,39.745,-0.186,-6.343,-10.151,-7.966,0.020,-7.975,0.004,-9.681,9.110,0.887,14,-0.364,1,0.000,0.000,0.000,370.089,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",11,0,0,0,0,15,4,-2,872.702,4.482,1076.110,121.252,587.568,367.290,0.000,2160.696,10.000,19.400,0.0092985,0.0570092,0.7511108,74.193,27.406,52.435,39.250,-0.163,-5.692,-10.151,-7.311,0.027,-7.284,0.006,-9.614,8.991,0.988,14,-0.311,1,0.000,0.000,0.000,372.123,21,3,45,0,40,8,63,2,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,3.021,1161.018,113.537,619.856,427.625,0.000,2228.749,10.000,19.400,0.0040960,0.0528400,0.7107228,77.493,29.405,53.502,40.085,-0.057,-6.885,-10.151,-8.252,0.013,-8.522,0.003,-9.997,8.940,0.702,14,-0.295,1,0.000,0.000,0.000,373.386,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,7.974,1147.178,117.704,614.757,414.717,0.000,2208.261,10.000,19.400,0.0287909,0.0534775,0.7148821,76.550,29.010,53.489,39.929,-0.142,-6.686,-10.151,-8.123,0.015,-8.360,0.003,-9.948,9.218,0.826,14,-0.326,1,0.000,0.000,0.000,372.694,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",14,0,0,0,0,15,4,-2,872.702,3.570,1224.219,112.204,642.997,469.017,0.000,2285.428,10.000,19.400,0.0055751,0.0501121,0.6854108,80.156,30.958,54.445,40.676,0.080,-7.810,-10.151,-8.859,0.008,-9.466,0.002,-10.278,9.246,0.962,14,-0.248,1,0.000,0.000,0.000,372.308,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,5.445,1132.349,138.576,600.420,393.353,0.000,2191.280,10.000,19.400,0.0135299,0.0541778,0.7205267,75.666,28.495,52.901,39.650,-0.147,-6.475,-10.151,-7.930,0.020,-8.051,0.004,-9.759,9.096,0.994,14,-0.345,1,0.000,0.000,0.000,372.128,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,1.956,1159.886,113.474,620.032,426.380,0.000,2225.931,10.000,19.400,0.0017186,0.0528916,0.7108166,77.368,29.371,53.424,40.075,-0.075,-6.868,-10.151,-8.245,0.013,-8.522,0.003,-10.005,8.929,0.685,14,-0.301,1,0.000,0.000,0.000,373.508,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",12,0,0,0,0,15,4,-2,872.702,9.835,1112.956,123.418,609.023,380.515,0.000,2182.717,10.000,19.400,0.0443176,0.0551219,0.7311708,75.201,28.186,53.260,39.575,-0.236,-6.202,-10.151,-7.697,0.017,-7.935,0.003,-9.963,9.262,0.787,14,-0.329,1,0.000,0.000,0.000,371.571,21,3,45,0,40,8,63,3,0.000
"Pinocembrin",13,0,0,0,0,15,4,-2,872.702,4.502,1139.851,113.476,620.727,405.647,0.000,2197.673,10.000,19.400,0.0092213,0.0538212,0.7171760,76.039,28.848,53.070,39.890,-0.248,-6.582,-10.151,-8.043,0.013,-8.386,0.003,-10.090,9.084,0.855,14,-0.342,1,0.000,0.000,0.000,372.792,21,3,45,0,40,8,63,3,0.000
