r_lp_Energy,s_lp_Force_Field,r_i_glide_hbond,i_qp_HumanOralAbsorption,r_epik_State_Penalty,r_i_glide_ligand_efficiency_ln,i_i_glide_lignum,s_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,r_qp_IP(eV),r_qp_QPPCaco,i_lp_mmshare_version,r_qp_EA(eV),s_sd_PUBCHEM\_GENERIC\_REGISTRY\_NAME,r_epik_Charging_Adjusted_Penalty,r_qp_WPSA,i_qp_#acid,s_sd_PUBCHEM\_EXT\_DATASOURCE\_URL,r_qp_SASA,r_qp_volume,r_qp_QPpolrz,r_qp_QPlogKhsa,i_qp_RuleOfThree,i_i_glide_rotatable_bonds,s_lp_Variant,r_qp_glob,i_qp_#NandO,r_qp_FISA,r_i_glide_einternal,s_i_glide_gridfile,i_sd_PUBCHEM\_SUBSTANCE\_ID,r_epik_Ionization_Penalty_Neutral,i_qp_#in34,i_m_source_file_index,r_i_glide_esite,r_i_glide_rewards,r_qp_dipole,i_sd_PUBCHEM\_COMPOUND\_ID\_TYPE,s_m_source_file,s_sd_PUBCHEM\_SUBSTANCE\_SYNONYM,r_qp_ACxDN^.5/SA,r_qp_Jm,r_i_glide_evdw,r_qp_PISA,i_qp_#amine,r_qp_QPlogPw,r_qp_QPlogS,s_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_CIQPlogS,r_qp_QPPMDCK,r_qp_accptHB,r_i_docking_score,r_qp_QPlogPoct,r_qp_PSA,r_epik_Ionization_Penalty,r_i_glide_gscore,s_sd_PUBCHEM\_XREF\_EXT\_ID,r_qp_QPlogPo/w,i_i_glide_confnum,r_i_glide_ecoul,r_qp_donorHB,r_qp_SAamideO,i_qp_#noncon,s_sd_PUBCHEM\_CID\_ASSOCIATIONS,i_i_glide_posenum,r_i_glide_energy,i_sd_PUBCHEM\_TOTAL\_CHARGE,r_i_glide_ligand_efficiency_sa,r_i_glide_emodel,i_m_ct_stereo_status,i_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_QPlogKp,i_f3d_flags,r_i_glide_erotb,i_qp_CNS,b_lp_Chiralities_Consistent,s_vsw_compound_code,i_qp_#stars,i_qp_RuleOfFive,s_sd_PUBCHEM\_EXT\_SUBSTANCE\_URL,i_sd_PUBCHEM\_SUBSTANCE\_VERSION,r_epik_Ionization_Penalty_Charging,r_i_glide_lipo,r_i_glide_eff_state_penalty,i_qp_#metab,s_lp_label,b_sd_chiral_flag,r_qp_dip^2/V,r_qp_PercentHumanOralAbsorption,i_qp_#rotor,i_sd_version,s_epik_input,i_qp_#rtvFG,s_vsw_variant,r_qp_FOSA,s_epik_cmdline,s_sd_PUBCHEM\_PUBMED\_ID,i_epik_Tot_abs_Q,r_qp_QPlogPC16,i_m_ct_enhanced_stereo_status,r_i_glide_ligand_efficiency,i_qp_#nonHatm,i_epik_Tot_Q,s_sd_PUBCHEM\_PATENT\_ID,i_qp_#in56,i_qp_#ringatoms,s_epik_Chemistry_Notes,r_qp_QPlogHERG,i_qp_#amide,r_qp_SAfluorine,r_qp_mol_MW,s_m_title,s_sd_PUBCHEM\_SUBSTANCE\_COMMENT,r_i_glide_metal,r_qp_QPlogBB,i_qp_#amidine,i_m_ct_format
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,56,YCYKGZPMQKHUBU-UHBFEBJOSA-N,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.norman-network.com/nds/SLE/,700.295,1312.766,36.751,-1.46,2,10,387178519-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,387178519,0.0004,0,1705,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-002-in.maegz,NS00091758,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,YCYKGZPMQKHUBU-UHBFEBJOSA-N,-6.037,20,-46.4306907653809,14.0,0.0,16,"131887997  1
1118  2
470999  2",155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,23819,-10.631,0,0.337468559402084,-2,1,5114,8,2,,14,0.2659,0.0,0.2246,10,1705_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,5114-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,387178519,"InChIKey:YCYKGZPMQKHUBU-UHBFEBJOSA-N
SMILES: NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1.OS(=O)(=O)O.OS(=O)(=O)O
DOIs:10.5281/zenodo.2664077|10.5281/zenodo.2653020
300-960-3
Dibekacin bis(sulphate)
93965-12-9",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,186,3119502,8.971,0.076,56135,-1.785,58580-55-5,0.490512580018299,0.0,0,https://www.moleculemarket.com/,700.295,1312.766,36.751,-1.46,2,10,489950429-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,489950429,0.0004,0,1967,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-002-in.maegz,"58580-55-5
dibekacin sulfate",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,3119502,-6.037,20,-46.4306907653809,14.0,0.0,16,"636364  1
1118  2
470999  2",155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,26515,-10.631,0,0.337468559402084,-2,1,5900,8,2,https://www.moleculemarket.com/molecule/dibekacin-sulfate,1,0.2659,0.0,0.2246,10,1967_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176388,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,5900-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,489950429,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,196,3119502,8.971,0.076,56135,-1.785,58580-55-5,0.490512580018299,0.0,0,https://www.moleculemarket.com/,700.295,1312.766,36.751,-1.46,2,10,489950429-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,489950429,0.0004,0,1999,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-002-in.maegz,"58580-55-5
dibekacin sulfate",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,3119502,-6.037,20,-46.4306907653809,14.0,0.0,16,"636364  1
1118  2
470999  2",155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,26515,-10.631,0,0.337468559402084,-2,1,5996,8,2,https://www.moleculemarket.com/molecule/dibekacin-sulfate,1,0.2659,0.0,0.2246,10,1999_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,5996-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,489950429,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,151,DTXSID2022915,8.971,0.076,56135,-1.785,34493-98-6,0.490512580018299,0.0,0,https://www.epa.gov/chemical-research/distributed-structure-searchable-toxicity-dsstox-database,700.295,1312.766,36.751,-1.46,2,10,315673557-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,315673557,0.0004,0,342,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,"Dibekacin
34493-98-6
DTXSID2022915",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,EPA DSSTox,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,DTXSID2022915,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,1026,8,2,,4,0.2659,0.0,0.2246,10,342_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176388,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,1026-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,315673557,"DTXCID: DTXCID302915
InChIKey: JJCQSGDBDPYCEO-XVZSLQNASA-N",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,161,DTXSID2022915,8.971,0.076,56135,-1.785,34493-98-6,0.490512580018299,0.0,0,https://www.epa.gov/chemical-research/distributed-structure-searchable-toxicity-dsstox-database,700.295,1312.766,36.751,-1.46,2,10,315673557-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,315673557,0.0004,0,374,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,"Dibekacin
34493-98-6
DTXSID2022915",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,EPA DSSTox,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,DTXSID2022915,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,1122,8,2,,4,0.2659,0.0,0.2246,10,374_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,1122-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,315673557,"DTXCID: DTXCID302915
InChIKey: JJCQSGDBDPYCEO-XVZSLQNASA-N",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,46,JJCQSGDBDPYCEO-XVZSLQNASA-N,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.norman-network.com/nds/SLE/,700.295,1312.766,36.751,-1.46,2,10,387109124-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,387109124,0.0004,0,673,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,NS00011541,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,23819,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,JJCQSGDBDPYCEO-XVZSLQNASA-N,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,2019,8,2,,18,0.2659,0.0,0.2246,10,673_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176387,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,2019-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,387109124,"InChIKey:JJCQSGDBDPYCEO-XVZSLQNASA-N
SMILES: NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1
DOIs:10.5281/zenodo.2664077|10.5281/zenodo.2621956|10.5281/zenodo.2653020|10.1016/j.ijheh.2019.01.004|10.5281/zenodo.2628786
Dibekacin
34493-98-6
252-064-6",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,61,JJCQSGDBDPYCEO-XVZSLQNASA-N,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.norman-network.com/nds/SLE/,700.295,1312.766,36.751,-1.46,2,10,387109124-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,387109124,0.0004,0,705,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,NS00011541,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,23819,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,JJCQSGDBDPYCEO-XVZSLQNASA-N,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,2115,8,2,,18,0.2659,0.0,0.2246,10,705_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,2115-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,387109124,"InChIKey:JJCQSGDBDPYCEO-XVZSLQNASA-N
SMILES: NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1
DOIs:10.5281/zenodo.2664077|10.5281/zenodo.2621956|10.5281/zenodo.2653020|10.1016/j.ijheh.2019.01.004|10.5281/zenodo.2628786
Dibekacin
34493-98-6
252-064-6",-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,106,BRD-K48427910,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.bumc.bu.edu/microbiology/people/faculty/robert-davey-ph-d/,700.295,1312.766,36.751,-1.46,2,10,441295935-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,441295935,0.0004,0,806,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,dibekacin,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,24716,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,BRD-K48427910,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,2418,8,2,,1,0.2659,0.0,0.2246,10,806_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176388,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,2418-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,441295935,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,171,PD001070,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.probes-drugs.org,700.295,1312.766,36.751,-1.46,2,10,482152107-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,482152107,0.0004,0,1012,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,DIBEKACIN,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,20859,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,PD001070,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,3036,8,2,https://www.probes-drugs.org/compound/PD001070,1,0.2659,0.0,0.2246,10,1012_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176388,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,3036-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,482152107,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,181,PD001070,8.971,0.076,56135,-1.785,,0.490512580018299,0.0,0,https://www.probes-drugs.org,700.295,1312.766,36.751,-1.46,2,10,482152107-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,482152107,0.0004,0,1044,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,DIBEKACIN,0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,20859,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,PD001070,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,3132,8,2,https://www.probes-drugs.org/compound/PD001070,1,0.2659,0.0,0.2246,10,1044_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176389,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,3132-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,482152107,,-0.0,-2.935,0,2
106.995442,OPLS_2005,-1.30535679678998,1,0.2246,-2.07799239922317,196,TRC-D441035,8.971,0.076,56135,-1.785,34493-98-6,0.490512580018299,0.0,0,https://www.lgcstandards.com/US/en/,700.295,1312.766,36.751,-1.46,2,10,485266403-1,0.8279596,13,348.707,16.2047958374023,glide-grid_Sa_minmz_2,485266403,0.0004,0,1076,-0.590644628978284,-3.17121740909091,4.812,0,vsw_Dibekacin_Analog_2-LIGPREP-003-in.maegz,"34493-98-6
Dideoxykanamycin B Discontinued",0.0993793,0.00105548209782815,-14.1728286743164,0.0,5,39.293,2.0,15699,4.266,0.024,18.6,-9.21379170917291,43.078,233.774,0.2663,-9.43839170917291,TRC-D441035,-6.037,20,-46.4306907653809,14.0,0.0,16,470999  1,155,-60.6035194396973,0,-0.933678289588028,-136.535978057013,1,,-10.631,0,0.337468559402084,-2,1,3228,8,2,https://www.lgcstandards.com/CA/en/p/TRC-D441035-50MG,1,0.2659,0.0,0.2246,10,1076_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1,0.0176388,0.0,15,0,W05IMl1bQ0gyXVtDQEhdMVtDSDJdW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oTzEpT1tDQEhdMltDQEhdKFtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXTJbT0hdKU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbTkgyXSlbQ0BIXTNbT0hd,2,3228-1,351.588,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,5,16.037,2,-0.297219087392675,31,5,,18,18,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",-7.947,0,0.0,451.519,485266403,,-0.0,-2.935,0,2
